token;sentiment
['.'];0
[')'];0
['/'];0
['to'];0
[','];0
['trochę', 'słabo', 'jest', 'z', 'dojazdem', 'i', 'miejscem', 'do', 'parkowania'];-1
['pięknie', 'wykonany'];1
['innym', 'niż', 'sobie', 'wyobrażała', 'm', ':', 'nie', 'był', 'za', 'słodki', ',', 'nudny', ',', 'płytki', 'ani', 'sztuczny', ',', 'wręcz', 'przeciwnie', 'okazał', 'się', 'być', 'wielowymiarowy'];1
['nadawał', 'się', 'tylko', 'do', 'wyrzucenia'];-1
[','];0
[',', 'brudne', 'stoły', 'w', 'jadalni', ',', 'jedzenie', 'koszmarne', ',', 'nie', 'polecam'];-1
['używania', 'ciągle', 'wygląda', 'jak', 'nowa'];0
['małego'];0
['uwagi'];0
['innych'];0
['i'];0
['się'];0
['wyłącznie', 'przez', 'opieszałość', 'sprzedającego'];-1
['-'];0
['przez', 'to'];0
['głównym'];0
['ogólnie'];0
['ze'];0
['nie', 'jest', 'to', 'zapach', 'super', 'mocny', ',', 'ogoniasty', '.', '.', '.', 'według', 'mnie', 'trzyma', 'się', 'blisko', 'skóry'];0
[','];0
['na', 'wiele', 'użyć'];0
['otwieraniu'];0
['praktycznie'];0
['idealne', 'miejsce', 'na', 'spotkanie', 'z', 'przyjaciółmi', ',', 'na', 'zakupy', '.'];1
['na', 'noc'];0
['jak', 'dla', 'mnie', 'to', 'są', 'na', 'tym', 'samym', 'poziomie', ',', 'mają', 'naprawdę', 'ładne', 'dekoracje', 'świąteczne', ',', 'też', 'dużo', 'eleganckich', 'i', 'szykownych', 'dodatków', 'do', 'domu'];1
['dobra'];0
['przekazać', 'wiedzy'];0
['miejsca'];0
['.'];0
['ziemi'];0
['żadnej', 'z', 'wymienionych', 'w', 'składzie', 'nut'];0
['od', 'razu'];0
['świetny', 'wybór', 'na', 'każdego', 'rodzaju', 'prezent'];1
['różne', 'nuty'];0
['dość', 'elegancka', ',', 'zdystansowana'];1
['mój'];0
['podstawowe'];0
['to', 'naprawdę', 'świecący', 'kryształ', 'wśród', 'wszystkich', 'zapachów', '.'];0
['młoda'];0
[',', 'rewelacyjna', 'muza', 'w', 'tle', ',', 'pizza', 'rewelacyjna'];1
['.'];0
['wyprzedzeniem'];0
['lekkim', 'wyrzutem'];-1
['psika', 'dobrze', ',', 'nie', 'zacina', 'się', ',', 'nie', 'trzeba', 'używać', 'dużej', 'ilości', 'siły', '.'];1
['chyba'];0
['zbyt', 'wysmażone', 'mieso'];-1
[',', 'tylko', 'z', 'tego'];0
['wiąże', 'go', 'z', 'różnymi', 'sytuacjami', ',', 'zpach', 'dobry', 'do', 'wspomnień'];1
['.'];0
['kiedyś', 'była', 'najlepsza', 'w', 'kraju', ',', 'dzisiaj', 'nikomu', 'by', 'm', 'jej', 'nie', 'polecił', ',', 'strasznie', 'spadła', 'tam', 'jakość', 'nauczania'];-1
[','];0
['czasy', 'świetności'];1
['dojrzałego'];0
['otwarcia'];0
['.'];0
['resztki'];0
['najpierw', 'było', 'jakoś', 'tak', 'słabo'];-1
['bardzo', 'miła'];1
['ml', 'wody'];0
['autentycznie'];0
['marka'];0
['na', 'lekarza', 'konowała'];-1
['godny'];1
['kiedy'];0
['każdy'];0
['obdarzać', 'publiczność', '(', 'w', 'różnym', 'wieku', ')', 'zgromadzoną', 'w', 'amfiteatrach', ',', 'na', 'salach', 'i', 'przed', 'telewizorami', ',', 'które', 'powszechnie', 'uważa', 'się', 'za', 'wulgarne'];-1
['.'];0
['co', 'do', 'usuwania', 'makijażu', 'slaby'];-1
['może', 'służyć', 'w', 'ciągu', 'całego', 'dnia', 'jak', 'również', 'po', 'goleniu', '.'];0
['do', 'ciała'];0
['za', 'niego'];0
['.'];0
['lekkie'];0
['materiału'];0
['wzrok'];0
['troszkę', 'zaskoczona', 'jestem', 'tak', 'pozytywnymi', 'opiniami', 'na', 'temat', 'tej', 'wody', '.'];0
['się'];0
['rozgłos'];1
['korektor'];0
['młodą'];0
['każdej'];0
['obsługa'];0
['na', 'piwo'];0
['flakonik', 'w', 'nowoczesnym', 'stylu', ',', 'dozowany', 'atomizerem', 'o', 'dużej', 'pojemności', '.'];0
['cudowne', ',', 'pełne', 'uroku', 'i', 'magii', 'miejsce', ',', 'do', 'którego', 'chce', 'się', 'wciąż', 'wracać', '.'];1
['pozytywne'];1
['obsługa', 'która', 'z', 'uśmiechem', 'odpowie', 'na', 'wszystkie', 'pytania'];0
['myślą', 'o', 'studentach', 'koreanistyki', '(', 'którzy', 'z', 'niej', 'nie', 'korzystają', ',', 'co', 'w', 'sumie', 'wychodzi', 'im', 'na', 'dobre', ')'];1
['Z', 'wybieraniem', 'tego', 'kierunku', 'ja', 'by', 'm', 'uważał', ',', 'ten', 'prowadzący', 'faktycznie', 'jest', 'bardzo', 'spoko', 'ale', 'reszta', 'to', 'jest', 'jakaś', 'pomyłka', ',', 'oceniają', 'bardzo', 'niesprawiedliwie', '.'];-1
['się'];0
['w', 'śliczny', ',', 'mały', 'wazonik'];1
['produkt'];0
['jakaś', 'tragedia'];-1
['pewnością'];0
[','];0
['nim'];0
['dwa', 'nie', 'mam', 'pojęcia', 'czym', '”', 'ulepszając', '”', 'zawartość'];-1
['tym'];0
[',', 'że', 'to', 'naprawdę', 'nieba', 'lny', '-', 'choć', 'prosty', '-', 'męski', 'zapach'];1
['nie'];0
['zdecydowanie', 'gorszy', 'niż', 'przy', 'oliwkowym'];-1
['rewelacyjnie', 'leży', ',', 'duże', 'piersi', 'wyglądają', 'super', '.'];0
['wzornictwa', 'przemysłowego'];0
['tego', 'produktu'];0
[',', 'boleśnie', 'się', 'rozczarował', 'em', '-', 'jedzenie', 'przesolone', 'i', 'niedobre', ',', 'obsługa', 'bardzo', 'nieprzyjemna', 'i', 'spóźnialska'];-1
['niestety', 'nie', 'jest', 'trwała'];-1
['&', 'Gabbana'];0
['nie'];0
['bez', 'poczucia'];0
['.'];0
[','];0
['zewnątrz'];0
[',', 'że', 'łatwo', 'można', 'przesadzić', 'z', 'dozowaniem'];-1
['zero', 'poprawy'];-1
['biustonoszy'];0
['Tylko', 'współlokatorka', 'nie', 'rokowała', 'przyjemnego', 'pobytu', '.', '.', '.'];0
['.'];0
['młodych'];1
['zapach', 'kojarzy', 'mi', 'się', 'z', 'łąką', ',', 'świeżą', 'trawą', 'i', 'lasem', '.'];0
['.'];0
[','];0
['jak'];0
['u', 'każdej', 'z', 'dam'];0
['w', 'stolicy'];0
['mycia', 'głowy'];0
['na', 'zapachu'];0
['się', 'zgodzić', 'na', 'wpuszczenie', 'takiej', 'ilości', 'osób'];0
['cytrusowe'];0
['chyba'];0
['stanik', 'jest', 'bardzo', 'wygodny', 'i', 'wytrzymały', '.'];0
['cała', 'reszta'];0
['największym', 'zawodem'];-1
['tani', 'pasztet'];-1
['.'];0
['aktorską'];0
[','];0
['.'];0
['słodki'];1
['najlepsze'];1
['gąbka', 'jest', 'nietrwała'];0
['zajrzeć', 'jak', 'się', 'jest', 'w', 'okolicy'];0
['imprezy', 'firmowej'];0
['nawet', 'dla', 'wypróbowania', 'zainwestować'];0
['bardzo'];0
['telegraficznym'];0
['dla', 'mnie', 'serial', 'trudny', 'do', 'strawienia', ',', 'sztuczne', 'dialogi', ',', 'bez', 'emocji', 'lub', 'z', 'emocjami', 'na', 'siłę', ','];-1
['ognistym', 'kolorze'];0
['większych', 'problemów', 'z', 'tą', 'gąbeczką'];-1
['pana'];0
['nastoletnich', 'mężczyzn'];0
['niestety', 'słaba', 'jakość', 'ziemi', 'nie', 'pozwala', 'żeby', 'długo', 'porosła'];-1
['dla', 'mnie'];0
['nic', 'szczególnego'];0
['mam', 'z', 'tej', 'firmy', 'druty'];0
['obsługa'];0
['paskudna'];0
['złe'];0
['tym', 'wypadku'];0
['no'];0
['taką'];0
['talentu'];0
['coś', 'innego', ',', 'w', 'każdym', 'razie', 'kawa', 'była', 'po', 'prostu', 'niedobra'];-1
['.', '.', '.', '.'];0
['wysoka'];1
['.'];0
['też'];0
['jakiś', 'inny', 'gust'];0
['w', 'woreczkach', 'lub', 'ręcznie'];0
['bardzo'];0
['perfumy', 'choć', 'z', 'najwyższej', 'półki', 'nie', 'są', 'najdroższe', '.'];0
[',', 'które', 'powszechnie', 'uważa', 'się', 'za', 'wulgarne'];-1
['na', 'dalekim', 'wschodzie'];0
['niego'];0
['perfum', 'miłości'];0
['przy', 'aplikacji'];0
['nie'];0
['testy', 'nadgarstkowe'];0
['niestety'];-1
['poza', 'tym', 'bardzo', 'ciekawy', 'flakon', 'ale', 'to', 'już', 'norma', 'dla', 'tej', 'marki', '.'];0
['się'];0
['?'];0
['w', 'lokalu'];0
['nie'];0
[','];0
['mnie'];0
['ksiądz', 'arcybiskup'];0
['m'];0
['ja', 'wręcz', 'gardzę', 'tym', 'produktem'];-1
['bardzo'];0
['w', 'reklamie'];0
['.', '.'];0
['w', 'żadnej', 'z', 'sieciówek'];0
['bardzo', 'ładny', ',', 'uwodzicielski', 'zapach', '.'];0
['głową'];0
['całość', 'jest', 'po', 'prostu', 'jednolita', ',', 'projekcja', 'bliskoskórna', 'i', 'się', 'nie', 'zmienia', '.'];0
['%'];0
['Gabbana'];0
['lumpeksu'];0
['jestem', 'w', '100', '%', 'zadowolona', 'z', 'tego', 'produktu', ',', 'a', 'koleżanki', 'mi', 'zazdroszczą', ':', ')'];0
['butelka', 'prosta'];0
['si', 'kilka', 'dni'];0
['bliskiej'];1
['.'];0
[','];0
['m'];0
['zainstalować', 'to', 'modne', 'urządzenie', 'jedynie', 'w', 'kuchni', 'i', 'w', 'wozowni'];0
['.'];0
"['różowy', 'kolor', 'płynu', 'to', '""', 'kropka', 'nad', 'i', '""']";0
[','];0
['długo'];0
[','];0
['ten', 'nowy', 'kawałek'];0
['bardzo', 'lekki'];0
['sprawia', ',', 'że', 'biust', 'prezentuje', 'się', 'dobrze'];1
['jakieś', 'z', 'kosmosu'];0
['teraz'];0
['później'];0
['go'];0
[')'];0
['porównaniu', 'z', 'innymi', 'zamkami'];0
['.'];0
['pozytywne'];0
['.'];0
['u', 'nich'];0
[','];0
['spody', 'mimo', ',', 'że', 'nie', 'było', 'opadów', 'deszczu'];0
['na', 'koniec', 'owego', 'wspaniałego', 'dnia'];0
['tam'];0
['wiele', 'wad', 'i', 'niedociągnięć'];-1
['nigdy'];0
['tłoczno', ',', 'zbyt', 'gorąco', ',', 'banalne', 'wystroje', ',', 'nic', 'zaskakującego', ',', 'towar', 'niezły', ',', 'ale', 'też', 'całkiem', 'normalny', ',', 'średni', '.'];0
['ktoś', 'ma', 'naprawdę', 'mały', 'biust'];0
['naprawdę'];0
['na', 'pytanie', ',', 'czy', 'ksiądz', 'przyznał', 'się', 'do', 'stawianych', 'mu', 'zarzutów'];0
['polecam', ',', 'mimo', 'długiego', 'czasu', 'oczekiwania', 'na', 'dania', 'warto', '!'];1
['stanik'];0
['wkładać', ':', ')', 'stanik', 'jest', 'usztywniany', ',', 'z', 'przyjemnego', 'materiału', '.'];1
['poczucie', 'małej', 'wartości', ',', 'obawa', ',', 'że', 'nie', 'uda', 'się', 'im', 'zrobić', 'odpowiedniego', 'wrażenia', 'na', 'rzadko', 'widywanych', 'bliskich'];0
['idealnie', 'pasuje', 'na', 'każdą', 'sylwetkę', '.'];1
['bardziej'];0
['jak', 'się', 'raz', 'okazało', ',', 'że', 'jeden', 'model', 'źle', 'na', 'mnie', 'leży', 'zwrot', 'odbył', 'się', 'bez', 'problemu', '.'];0
['długich'];0
['powszechnym', 'zachwytom'];1
['niż', 'na', 'imprezie'];0
[','];0
['nie'];0
['zdobień', 'i', 'ażur', 'ków'];0
['ulgą'];1
['obsługa', 'tej', 'kawiarni', 'woła', 'o', 'pomstę', 'do', 'nieba'];-1
['stolik'];0
['.'];0
['jednej'];0
['13', ',', '99'];0
[','];0
['wiosennym'];1
['internet'];0
['na', 'przodzie'];0
[','];0
['po', 'naniesieniu', 'na', 'skórę', 'szyi'];0
[','];0
['elegancki'];1
['t', 'trochę', 'za', 'drogi', 'biustonosz'];-1
['nie'];0
"['tego', '""', 'lokalu', '""', 'ze', 'względu', 'na', 'obsługę']";0
[','];0
['ze', 'podjęta', 'decyzja', 'o', 'kupnie', 'okazała', 'się', 'trafiona'];1
['perfum', 'mających', 'w', 'sobie', 'tę', 'nutę'];0
['ślicznego', 'wyglądu'];1
['do', 'każdej', 'sylwetki'];0
['nie'];0
['muzykę'];0
['problematyczne'];0
['-'];0
['jednakże'];0
['nikomu'];0
['powiem', ',', 'że', 'bardzo', 'fajny', 'ale', 'jak', 'aparat', 'jako', 'gadżet', ',', 'fajny', 'design', 'to', 'że', 'zdjęcia', 'możemy', 'mieć', 'od', 'razu', ',', 'jedynie', 'jakość', 'tych', 'zdjęć', 'mnie', 'nie', 'powala'];1
[','];0
['jednym', '/', 'dwóch'];0
['znał', 'em', 'sprzed', 'kilku', 'lat', ',', 'nawet', 'sezonowe', 'dania', 'są', 'bardzo', 'słabe', ',', 'a', 'bulion', 'w', 'Pho'];-1
['to', 'bardzo'];0
['scenie'];0
[','];0
['.'];0
['niestety', 'nie', 'do', 'końca', 'jest', 'ten', 'produkt', 'wydajny', 'i', 'ta', 'cena'];0
['.'];0
['apetyczne', 'zapachy', ',', 'świetna', 'muzyka'];1
['tasiemki'];0
['kupiła', 'm', 'koszulkę', 'w', 'prezencie', 'na', 'wieczór', 'panieński'];0
['całkiem'];0
['w', 'czarnych', 'barwach'];-1
['długiego'];0
['skąd'];0
['niestety'];-1
['totalną'];0
[','];0
['na', 'zamówienie'];0
['zapięcie', 'na', 'trzy', 'zatrzaski'];0
['naprawdę'];0
['prawo', 'maglować', 'na', 'egzaminach'];0
['kartami', 'menu'];0
['wadliwą', 'bluzkę', ',', 'po', 'pierwszym', 'praniu', 'materiał', 'się', 'rozszedł'];0
['swoje'];0
['zamku'];0
['jest', 'to', 'bardzo', 'dobry', 'gatunkowo', 'biustonosza', '.'];0
['mniej', 'jedzenia', 'niż', 'w', 'innych'];0
['wytrawnych'];1
['mnie'];0
['lasu'];0
['sephory'];0
['na', 'zaburzenia', 'serca', 'i', 'naczyń', 'wieńcowych'];0
['niemiłosiernie'];0
['w', 'smaku'];0
['świetne', 'miejsce', 'do', 'utworzenia', 'centrum', 'wzornictwa', 'przemysłowego'];0
['konsultantki', 'jaki'];0
['nie'];0
"[';', 'sprzątając', 'stolik']";0
['nie'];0
['pieprzową'];0
['to'];0
['w', 'sam', 'raz'];1
['bardzo'];0
['chronionej'];0
['pięcioletnia', 'dziewczynka', ',', 'porwana', 'wczoraj', 'przez', '65-letniego', 'mężczyznę', 'w', 'Chorzowie', 'na', 'Śląsku', ',', 'odzyskała', 'wieczorem', 'przytomność', '.'];0
['polską'];0
['już', '3'];0
['niezwykle', 'niecodziennie'];1
['nie'];0
['do', 'tych', 'trochę', 'słodszych'];0
['świeża'];1
['.', '.', '.'];0
['niestety'];-1
['najlepsze', 'lody', 'domowe'];1
['ii'];0
['się'];0
['zapach', 'okazał', 'się', 'być', 'innym', 'niż', 'sobie', 'wyobrażała', 'm', ':', 'nie', 'był', 'za', 'słodki', ',', 'nudny', ',', 'płytki', 'ani', 'sztuczny', ',', 'wręcz', 'przeciwnie', 'okazał', 'się', 'być', 'wielowymiarowy', '.'];0
['już'];0
['ciekawe', 'hafty', 'i', 'kolory', '.'];0
['żywe'];0
['osoby', 'starszej', ',', 'dojrzałej'];0
['na', 'świetnego', 'slalomistę'];0
['polecam', 'na', 'zimę', '.'];1
[',', 'niestety', 'przedmioty', 'zakupione', 'nie', 'sprawdziły', 'się', ':', 'roletki', 'do', 'auta', 'sie', 'rozpadły', 'na', 'pierwszej', 'najechanej', 'przez', 'auto', 'dziurze'];-1
['argentyńskim'];0
['całkiem'];0
['miedzy', 'szkłami'];0
['żurek'];0
['każdemu'];0
['szczerze'];0
['.'];0
['bardzo'];0
['podstaw'];0
['kilka', 'lat', 'temu', 'była', 'ciekawą', 'propozycją', ',', 'ale', 'dziś', 'można', 'zjeść', 'i', 'napić', 'się', 'lepiej', 'i', 'taniej'];1
['Carolina', 'Herrera', 'z', 'początku', 'to', 'była', 'dla', 'mnie', 'bardzo', 'obca', 'woda', '.'];0
['z', 'daleka', 'komplementowana'];1
['ten'];0
['-', 'Dietrich'];0
['obejrzenie', 'czegoś', 'na', 'internecie', 'wymaga', 'dużo', 'cierpliwości', ',', 'szkoda', 'nerwów'];-1
['głównie', 'ze', 'środowiska', 'rodzinnego'];0
['od', 'razu', 'mnie', 'urzekł'];1
['ta', 'książka'];0
['złożonego'];0
['gdy', 'użyła', 'm', 'go', 'pierwszy', 'raz', ','];0
['niektórym'];0
['Gilada', 'Shalita'];0
['wspaniałym', 'kodaku'];0
['kolory', 'są', 'tam', 'niespotykane'];0
[','];0
['lewo', 'lub', 'prawo', 'od', 'osi', 'prostopadłej'];0
['na', 'śniadaniu', 'nie', 'ma', 'już', 'szału', ',', 'ale', 'co', 'zasługuje', 'na', 'uznanie', ',', 'to', 'duże', 'kubki', 'na', 'kawę', ',', 'generalnie', 'ok', '.'];1
['elegancki'];0
['jest', 'najlepszy', 'ze', 'wszystkich', 'staników', 'sportowych', ',', 'które', 'zakupiła', 'm', 'na', 'stronie', 'Decathlon', '.'];1
['omijać', 'szerokim', 'łukiem'];-1
['.'];0
['tylko'];0
['generalnie', 'polecam', ',', 'nie', 'podrażnia', ',', 'ma', 'zabezpieczenie', 'przed', 'niechcianym', 'czy', 'niespodziewanym', 'naciśnięciem', 'poprzez', 'regulacje', 'nakrętki', 'obrotu', '.'];1
['jednego'];0
['spodziewała', 'm', 'się', 'efektu', 'wow', ',', 'oczyszczonych', 'porów', 'i', 'od', 'razu', 'widocznych', 'efektów', 'jednak', 'rzeczywistość', 'już', 'taka', 'kolorowa', 'nie', 'była', ',', 'a', 'raczej', 'malowała', 'się', 'w', 'czarnych', 'barwach', '.'];-1
['p'];0
['czasie'];0
[','];0
['Ale', 'wracając', 'do', 'samego', 'biustonosza', 'jest', 'bardzo', 'uroczy', '.'];0
['za', 'fiolkę', '125', 'ml'];0
['mi'];0
[','];0
['znał', 'em', 'sprzed', 'kilku', 'lat', ',', 'nawet', 'sezonowe', 'dania', 'są', 'bardzo', 'słabe'];-1
['bardzo', 'fajna'];1
['tylko'];0
['nie', 'jestem'];0
['bardzo', 'zły'];-1
['śmierci'];-1
['myślę', ',', 'że', 'tak', 'właśnie', 'powinni', 'zachowywać', 'się', 'odpowiedzialni', 'kandydaci', '.'];0
['nam'];0
['mój'];0
['na', 'perfumy'];0
['całkiem', 'smacznie', 'w', 'przystępnej', 'cenie'];1
['torebce'];0
['oszczędny', 'design', 'flakonika'];0
['warty', 'zakupu'];1
['.'];0
['bardzo', 'słaba', 'dostępność'];-1
['nie', 'ułatwia', 'kontaktu', 'szczególnie', 'późno', 'w', 'nocy'];-1
[',', 'co', 'dla', 'mnie', 'jest', 'nie', 'do', 'przyjecia', ',', 'sa', 'zbyt', 'cienkie', ',', 'rozłaża', 'sie', 'i', 'wchłaniaja', 'zbyt', 'duzo', 'kosmetyku'];-1
['bardzo'];0
['.'];0
['ostatniej', 'chwili', 'problemów'];-1
"['dosyć', 'szybko', 'zasycha', ',', 'ale', 'nie', 'zauważyła', 'm', 'po', 'niej', 'zbyt', 'dużych', 'efektów', ',', 'ani', 'nie', 'zmniejszyła', 'ilości', 'moich', 'zaskórników', ',', 'ani', 'niespecjalnie', 'oczyściła', 'moją', 'buzię', ',', 'dodatkowo', 'bardzo', 'cięzko', 'usunąć', 'ją', 'z', 'twarzy', ',', 'jest', 'to', '""', 'operacja', '""', 'dość', 'bolesna', '.']";0
[','];0
['ciekawe'];0
['nikt'];0
['m'];0
['ten', 'środek', 'do', 'demakijażu', 'uczula'];0
['inne'];0
['zepsute'];0
['.'];0
['poniesionych', 'kosztów'];0
['obsługa', 'a', 'zwłaszcza', 'kierownicy', 'sklepu', 'są', 'nie', 'profesjonalni', 'i', 'bardzo', 'nie', 'mili', ',', 'reklamacja', 'butów', 'to', 'zadanie', 'dla', 'najwytwarlszych', ',', 'ciągle', 'trzeba', 'się', 'odwoływać', 'od', 'decyzji', ',', 'bo', 'wciąż', 'uznają', 'że', 'nie', 'ma', 'powodów', 'do', 'naprawy', 'a', 'ich', 'rzeczoznawca', 'wciąż', 'im', 'to', 'ułatwia'];-1
['nieudany', 'zlepek', 'źle', 'ujętych', 'scen'];-1
['tego'];0
[','];0
[',', 'mocno', 'stąpających', 'po', 'ziemi'];0
['się'];0
['seksowny'];0
['bo'];0
['po', 'czym'];0
['sprzedawcą'];0
['z', 'okazji', 'rocznicy', 'śmierci', 'kompozytora'];0
['.'];0
['jak', 'muł', 'próbuje', 'złapać', 'równowagę'];0
['mają', 'ten', 'aparat'];0
[','];0
['wręcz', 'bajkowy'];1
['szkołach'];0
['ponownych'];0
['taki', 'ze', 'świeżych', 'warzyw', 'i', 'owców', 'karmić', 'nasz', 'organizm', 'bezużyteczną', 'chemią'];-1
['długo', 'ładny', 'zapach'];1
['tak'];0
['.'];0
['samochodów'];0
['bardzo', 'ciekawy', 'flakon'];0
['beznadziejny', 'pierścionek', 'diamencik', 'wypadł', 'po', '6', 'miesiącach', 'od', 'zakupu', ',', 'materiał', 'taki', ',', 'że', 'wygina', 'się', 'na', 'wszystkie', 'strony', '.'];0
['w', 'restauracji'];0
['szybko', 'się', 'nudzi'];-1
[','];0
['z', 'lepszych', 'prezentów', 'jakie'];1
['pierwszym', 'praniu'];0
['oderwać', 'oczu'];0
['z', 'plusem'];1
['bardzo'];0
['dla', 'zbiorów', 'Jasieńskiego'];0
['.'];0
['pikanterii'];0
['najprawdopodobniej', 'na', 'schizofrenie', 'w', 'poważnym', 'stadium', 'i', 'z', 'ciągłym', 'problemem', 'rozpadania', 'się', 'na', 'tysiąc', 'kawałków'];-1
['lekki'];0
[','];0
['się'];0
['zaorać'];0
['razy'];0
['słabe'];0
[','];0
['większą', 'swobodę', 'w', 'wyborze', 'garderoby'];1
['godny', 'polecenia', 'dla', 'każdego', 'faceta', '.'];0
['dostała', 'm', 'je', 'na', 'prezent', 'z', 'oryginalnej', 'perfumerii', ',', 'więc', 'na', '100', '%', 'to', 'nie', 'podróba', '!'];0
['ogólnie'];0
['słabego'];-1
['obecnie'];0
['.'];0
['innych'];0
['super', 'jedzenie'];1
['tam'];0
['tej'];0
['są'];0
['podczas', 'mojego', 'pierwszego', 'pobytu', 'w', 'restauracji', '-', 'krótko', 'po', 'otwarciu', ',', 'była', 'm', 'zachwycona', 'niestety', 'drugi', 'pobyt', 'w', 'restauracji', 'był', 'wielkim', 'rozczarowaniem', '.'];0
[',', 'profesjonalna', 'osbługa'];1
['!'];0
[','];0
['tarta', 'cytrynowa', 'z', 'bezą', 'przepyszna'];1
['tak'];0
['.'];0
['odkąd'];0
['uśmiechnięte'];0
['zmysłowej'];0
['.'];0
['są', 'coraz', 'cieńsze', 'lub', 'mają', 'coraz', 'mniej', 'tekstu'];0
['ludzi'];0
['koreańskim'];0
['.'];0
['się'];0
['rewelacyjna', 'jakość', ',', 'kolorystyka', ',', 'wzory', '!'];0
['m'];0
['podczas', 'mycia'];0
['m'];0
['m'];0
['głębokich', 'dekoltów'];0
['nie', 'wiem', 'skąd', 'te', 'pozytywne', 'opinie', 'o', 'niej'];-1
['się'];0
[')'];0
['w', 'nim', 'swoistej', 'klasy', ',', 'charakteru', ',', 'zdecydowanej', 'męskiej', 'nuty', '.'];0
['w', 'okolicy'];0
[','];0
['muzyka', 'za', 'głośna', ',', 'obsługa', 'trochę', 'nie', 'ogarnia', 'ale', 'się', 'starali', ',', 'plus', 'za', 'dobre', 'drinki', 'i', 'niezbyt', 'długi', 'czas', 'oczekiwania', '.'];1
['zapachu'];0
['jakby', 'z', 'taksówek'];0
['cytrusów'];0
['ma', 'ładny', 'i', 'długo', 'utrzymujący', 'się', 'na', 'ubraniach', 'i', 'ciele', 'zapach', '.'];0
['kuchni'];0
['chyba', 'pomimo', 'tego', 'że', 'jesteśmy', 'siostrami', 'mamy', 'kompletnie', 'inny', 'gust', ',', 'bo', 'mi', 'się', 'nie', 'podobało', 'i', 'nie', 'poleciła', 'by', 'm', 'tego', 'filmu', 'nikomu'];-1
['obcisłej'];0
['.'];0
['do', 'samego', 'końca'];0
['zaskoczyła', 'mnie', 'ta', ',', 'jak', 'na', 'moje', 'standardy', ',', 'wygórowana', 'cena'];-1
['Chanel'];0
['kiedy', 'jeszcze', 'był', 'em', 'na', 'studiach', 'zawsze'];0
['do', 'figury'];0
"['fakt', ',', 'że', 'można', 'dokupić', '""', 'uzupełniacz', 'e', '""', 'każdego', 'mydła', ',', 'nie', 'trzeba', 'kupować', 'nowego', 'opakowania']";0
['gorzka'];0
['ogólnie', 'zapach', 'to', 'puder', 'z', 'pudrem', 'wciśnięty', 'w', 'puder', '-', 'jest', 'duszny', ',', 'nie', 'rozwija', 'się', 'na', 'mnie', ',', 'po', 'jakimś', 'czasie', 'tona', 'pudru', 'zmienia', 'się', 'na', 'kilogramy', 'i', 'zmienia', 'jedynie', 'wagę', '.'];0
['.'];0
['także'];0
['faktu', ',', 'że', 'jest', 'darmowy', 'to', 'nic', 'go', 'nie', 'wyróżnia', 'w', 'pozytywnym', 'sensie'];0
['w', 'niej'];0
['nawet'];0
['rękaw', 'pięknie', 'wyszywanego', 'fraka'];0
['i'];0
['w', 'ogóle'];0
['to'];0
['Blue'];0
['taki'];0
['łatwy'];1
['od', 'szóstego', 'odcinka'];0
['pozytywne'];0
['do', 'czego'];0
"['wykonaniem', ',', 'humorem', ',', '""', 'grą', '""', 'aktorską', 'itp', '.', '.']";0
['ten'];0
[','];0
['kobiet', 'młodych', 'duchem'];0
['zdobień'];0
[',', 'iż', 'outsourcing', 'informatyczny', 'wybrany', 'został', 'zapewne', 'wg', 'kryteriów', 'ceny', '-', 'bo', 'jakość', 'kiepściutka'];-1
['.'];0
['rozchmurzyć', 'człowieka'];1
['kultury'];0
['ładne', 'rzeczy', 'w', 'brzydkim', 'mieście', ',', 'warto', 'pojechać', 'chociaż', 'raz', 'w', 'życiu', 'bo', 'to', 'czarujący', 'kawałek', 'historii'];1
[','];0
[','];0
['mojej', 'siostrze', 'się', 'podobało', 'więc', 'ja', 'też', 'poszła', 'm', 'na', 'to', 'do', 'kina'];1
['nie', 'boli', 'od', 'niego', 'głowa', ',', 'to', 'wielki', 'plus', '.'];0
['papieża', ',', 'który', 'nie', 'celebrował', 'nabożeństwa', 'niedzieli', 'palmowej', 'i', 'wielkiego', 'czwartku'];0
['co'];0
['gdyby', 'nie', 'jego', 'wykonanie', ',', 'jak', 'na', 'czołową', 'burgerownię', 'w', 'Warszawie', 'troszkę', 'się', 'zawiodł', 'em', ',', 'duży', 'plus', 'przy', 'tym', 'wszystkim', 'za', 'obsługę', ',', 'widać', 'że', 'się', 'starają'];1
['tu', 'poprostu', 'psuje', 'właścicielowi', 'renomę'];-1
['-', '13', 'z', 'ograniczoną', 'widocznością', ','];0
['teraz'];0
[',', 'pozostawia', 'skórę', 'miękką', 'i', 'miłą', 'w', 'dotyku', '.'];1
['.'];0
['przestronne', 'miejsce', 'z', 'miłą', 'obsługą', 'i', 'naprawdę', 'smacznym', 'jedzeniem', ',', 'ceny', 'są', 'dość', 'wysokie', '(', 'w', 'tym', 'drogie', 'wino', ')', ',', 'ale', 'chyba', 'każdy', 'znajdzie', 'coś', 'dla', 'siebie'];1
['to', 'prawdziwa', 'trucizna'];-1
['kąpielowe'];0
['nie', 'tylko'];0
['na', 'początku'];0
['uważam', ',', 'że', 'to', 'najgorszy', 'biustonosz', 'jaki', 'zdarzyło', 'mi', 'się', 'nosić', '.'];0
['bardzo'];0
['toaletowa'];0
