token;sentiment
['ciemno'];0
['się'];0
['nawet', 'pozornie', 'zaporowa', 'cena'];-1
['po', 'praniu', 'i', 'będzie', 'służył', 'przez', 'długi', 'czas'];1
['restaurację'];0
['zadowolona'];1
['obawia', 'się', ',', 'że', 'po', 'jej', 'śmierci', 'rodzina', 'to', 'zakwestionuje'];0
['zadowolona'];0
['bardzo'];0
['kawę'];0
['naprawdę'];0
['owszem', ',', 'telefon', 'bardzo', 'dobry', 'ale', 'raczej', 'nie', 'wart', 'swojej', 'ceny'];0
['potem', 'i', 'skarpetami', '-', 'ogolnie', 'dramat', '.'];-1
['tylko'];0
['na', 'krok'];0
[','];0
['entuzjastyczne', 'oklaski'];0
['materiał', 'jest', 'gryzący'];-1
['żarcie', 'bajka'];1
[','];0
['bardzo', 'dobrze', 'myje'];1
['jedyny'];0
['powstańcza'];0
['dla', 'mnie'];0
['co'];0
['bo', 'kierowca', 'się', 'trafił', 'wariat'];-1
['ładniejszy'];1
['każdym', 'pobytem', 'w', 'Zakopanem'];0
['ponoć'];0
['tego'];0
['nie'];0
['tle'];0
['mężem'];0
['na', 'zdjeciu', 'ale', 'jakość'];0
['względu'];0
['szacunku'];0
['choć', 'dla', 'niektórych', 'może', 'być', 'zbyt', 'krzykliwy', 'dla', 'mnie'];-1
['dość', 'szybko'];0
['kupiła', 'm', 'ostatnio', 'kilka', 'wosków', 'i', 'naprawdę', 'jestem', 'w', 'szoku', 'jak', 'one', 'pięknie', ',', 'mocno', 'i', 'długo', 'pachną'];1
['je'];0
['.'];0
['klasycznego'];1
['to', 'dla', 'mnie'];0
['brzydszy', 'niż', 'na', 'reklamie'];-1
['jest', 'po', 'prostu', 'przeciętne'];0
['żadnych', 'zastrzeżeń'];1
['widząc', ',', 'że', 'jego', 'zeznania', 'nie', 'przyniosły', 'żadnego', 'skutku', ',', 'a', 'Komor', 'chodzi', 'na', 'wolności', ',', 'sprzedaje', 'majątek', 'i', 'dalej', 'prowadzi', 'swoje', 'lewe', 'interesy', ','];0
['z', 'miękkiego', 'materiału', ',', 'który', 'nie', 'sprawia', ',', 'żadnych', 'problemów', 'podczas', 'prania'];1
['strawienia'];0
['woda', 'toaletowa', 'Lacoste', 'Touch', 'of', 'Pink', 'to', 'dla', 'mnie', 'zapach', ',', 'który', 'uwielbiam', 'i', 'używam', 'bardzo', 'często', '.'];0
['.'];0
['kiedyś', 'fajne'];1
['.'];0
['rozwydrzoną'];0
['jakościowo'];0
['.'];0
['.'];0
[','];0
['na', 'ciele'];0
['druty'];0
['kurz'];0
['.'];0
['kontakt', 'ze', 'osobą', 'sprzedającą', 'fatalny', ':', 'tyle', 'brudów', 'pod', 'swoim', 'adresem'];-1
['uciążliwe', 'wykluczają', 'z', 'normalnego', 'życia'];-1
['sexsownie', ',', 'kolor', 'także', 'bardzo', 'ładny'];1
['omijania'];0
['chwilami'];0
['ten'];0
['nie', 'odznacza', 'się', 'pod', 'bluzką'];0
['zapach', ',', 'a', 'może', 'raczej', 'design', 'pojemnika', 'znany', 'chyba', 'każdemu', ',', 'kto', 'choć', 'raz', 'pojawił', 'się', 'w', 'perfumerii', '.'];0
['uznają', 'nie', 'ma', 'powodów', 'do', 'naprawy', 'a', 'ich', 'rzeczoznawca', 'wciąż', 'im', 'to', 'ułatwia'];0
['bardzo'];0
[','];0
['linie', 'raz'];0
['prosty'];0
['kremy'];0
['.'];0
['diamencik'];0
[','];0
['w', 'kolejce'];0
['.'];0
['nie'];0
['będzie', 'szybko', 'ulatywał'];0
['z', 'pewnością'];1
['pełne'];1
['coś', 'powtarzalnego', 'w', 'przypadku', 'większości', 'perfum', 'marki', 'Givenchy'];0
['wyjątkowo'];1
['pewnością'];0
['.'];0
['doktor', 'jest', 'arogancka', 'i', 'bez', 'powodu', 'opryskliwa', ',', 'żałuję', 'że', 'nie', 'złożył', 'em', 'skargi', 'na', 'tą', 'podłą', ',', 'bezduszną', ',', 'o', 'nie', 'polsko', 'brzmiącym', 'nazwisku', 'neurolog'];0
['banalny', ',', 'cytrynowy'];-1
['przęsłach'];0
['co', 'się', 'stało'];0
['bardzo'];0
['pewną'];0
['z', 'opryskliwymi', 'odpowiedziami', 'na', 'moje', 'maile'];-1
[','];0
['samych', 'dań'];0
['jedzenie', 'bardzo', 'dobre', ',', 'obsługa', 'przemiła', ',', 'ceny', 'trochę', 'zbyt', 'wysokie', 'jeśli', 'chodzi', 'o', 'tutejszy', 'rynek', '.'];1
['trochę'];0
[','];0
['bielizna', 'cudowna', ',', 'dostawa', 'ekspresowa', ',', 'ceny', 'przyjemne', ',', 'troszkę', 'zaniżoną', 'chyba', 'macie', 'numerację', '(', 'albo', 'inni', 'zawyżają', ')', ',', 'no', 'ale', 'w', 'następnym', 'zamówieniu', 'to', 'uwzględnię', ',', 'bo', 'na', 'pewno', 'będę', 'składać', 'następne', 'zamówienia', ':', '-', ')', ')', ')'];0
['uśmiechnięta', 'obsługa', ',', 'rewelacyjna', 'muza', 'w', 'tle', ',', 'pizza', 'rewelacyjna'];1
['żeby'];0
['pierwszy', 'raz'];0
['bardzo', 'dobrze'];1
['szybko'];0
['jakich', 'mało'];0
['pół'];0
[','];0
['rzodkiewką'];0
[',', 'na', 'pewno'];0
['pracy'];0
[',', 'schabowy', 'po', 'staropolsku', 'pierwsza', 'klasa', ',', 'obsługa', 'nieco', 'opieszała'];0
['wszystkie'];0
['tak', 'słabo'];-1
['dla', 'mnie'];0
['śmy'];0
[',', 'krzywo', 'wycięte', 'i', 'kiepsko', 'osadzone', 'w', 'okucia', ',', 'badziewie'];-1
['mojej', 'skórze'];0
['wieść', 'niesie', 'że', 'to', 'jakaś', 'podróbka', 'Almi', 'Decor', ',', 'ale', 'jak', 'dla', 'mnie', 'to', 'są', 'na', 'tym', 'samym', 'poziomie', ',', 'mają', 'naprawdę', 'ładne', 'dekoracje', 'świąteczne', ',', 'też', 'dużo', 'eleganckich', 'i', 'szykownych', 'dodatków', 'do', 'domu', '.'];1
[','];0
['ktoś'];0
['stroje', 'kąpielowe', 'mają', 'troche', 'gorszą', 'jakość', ',', 'bo', 'rozciągają', 'sie', 'niemiłosiernie'];-1
['dłuższym', 'stosowaniu', 'się'];0
[','];0
['trudno', 'ją', 'rozprowadzić'];-1
['ma', 'w', 'sobie', 'coś', 'takiego', 'co', 'powoduje', 'zachwyt', 'od', 'pierwszego', 'węchu', '.'];0
['stopy'];0
['w', 'sobotę'];0
['.'];0
['fajny', 'klimat'];1
['wspomnieniami', 'przyjaciół'];0
['męskich'];0
['nawet'];0
['nie'];0
['pizza', 'finalnie', 'była', 'ok', ',', 'ale', 'całe', 'okoliczności', 'sprawiły', ',', 'że', 'nigdy', 'tam', 'nie', 'wrócimy', 'i', 'nie', 'polecimy', 'tego', 'miejsca', 'znajomym', '.'];-1
['czarnej', 'listy', 'i', 'nikomu', 'nie', 'radze', 'tam', 'chodzic', 'na', 'operacje', ',', 'bo', 'żukowska', 'jest', 'najgorsza', 'na', 'świecie'];-1
['chwili'];0
['miękki'];0
['tak', 'dobrze', 'jak', 'miała', 'to', 'robić', ',', 'efekt', 'niby', 'zadowalający', 'a', 'jednak', 'to', 'nie', 'do', 'końca', 'jest', 'to', 'o', 'co', 'mi', 'chodziło'];0
['jest'];0
['mycia'];0
['colonel', 'Eddie'];0
['tu', 'przychodzić', ',', 'ledwo', 'się', 'zgodził', 'em', 'jak', 'znajomi', 'mnie', 'wyciągneli', 'i', 'okazało', 'się', 'że', 'miejsce', 'diametralnie', 'się', 'zmieniło', ',', 'teraz', 'można', 'tam', 'normalnie', 'posiedzieć', 'i', 'dobrze', 'zjeść'];1
['niby'];0
['wyrzucenia'];0
['na', 'podróż', 'poślubną'];0
['buteleczka'];0
['oczekiwania'];0
['tak'];0
[','];0
['ich', 'kolorze'];0
['mojej'];0
['bardzo', 'słaba'];-1
['wykonania'];0
['ubiorze'];0
[','];0
['zamiast', 'miejsca'];0
['dzięki', 'któremu', 'faktycznie', 'możemy', 'zużyć', 'cały', 'produkt', 'co', 'jest', 'zdecydowanym', 'plusem'];1
[','];0
['Co', 'weekend', 'można', 'tam', 'ujrzeć', 'tłumy', 'przewijających', 'się', 'ludzi', ',', 'czemu', 'w', 'ogóle', 'się', 'nie', 'dziwie', 'bo', 'miejsce', 'jest', 'jedyne', 'w', 'swoim', 'rodzaju', 'i', 'przyciąga', 'nie', 'tylko', 'stałych', 'bywalców', 'ale', 'i', 'ciekawskich', ',', 'którzy', 'szybko', 'akceptują', 'barowy', 'klimat', '.'];0
['została'];0
['się'];0
['bardzo', 'korzystnej', 'cenie'];1
['.'];0
['.'];0
['także', 'na', 'codzień', '-', 'np', '.'];0
['gatunkowo'];0
['nie', 'dawało', 'to', 'przyjemnego', 'efektu'];-1
['.'];0
['promocji'];0
['szkoda'];-1
['naprawdę', 'świecący'];0
['mój', 'tata', 'posiada', 'tę', 'wodę', 'toaletowa', 'i', 'nigdy', 'na', 'nią', 'nie', 'narzekał', '.'];0
['w', 'użytkowaniu', ',', 'Wi', '-'];0
[','];0
[','];0
['('];0
[')'];0
['coś', 'innego'];0
['pierwszy', 'rzut', 'oka'];0
[',', 'żeberka', 'dobrze', 'doprawione', 'i', 'wyglądały', 'dobrze', ',', 'ale', 'łykowate', 'i', 'suche', ',', 'wygląd', 'bardzo', 'dobry', ',', 'ale', 'dodatki', 'i', 'kompozycje', 'średnie'];0
['zupełnie'];0
['spróbować', 'zwłaszcza', 'że', 'w', 'ten', 'sposób', 'się', 'nie', 'przepłaci'];0
['nie'];0
['pierwsze'];0
['na', 'bezie'];0
['może', 'to', 'nie', 'odpowiadać'];0
['od', 'przyjaciółki', 'w', 'prezencie'];0
['-'];0
['bardzo', 'mocny'];0
['tylko'];0
['ta', 'do', 'skóry', 'wrażliwej', 'było', 'to', 'samo', 'czyli', 'okropne', 'pieczenie', ',', 'tak', 'więc', 'mimo', ',', 'ze', 'jest', 'skuteczny', 'na', 'dłuższą', 'metę', 'nieda', 'się', 'go', 'stosować'];-1
['.'];0
['tego', 'miejsca'];0
['nie'];0
['.'];0
['blisko'];0
['kiedy', 'mówi', 'się', 'o', 'cudach', 'w', 'Lourdes', ',', 'kiedy', 'ktoś', 'dostąpił', 'cudownego', 'uzdrowienia', ',', 'kościół', 'prosi', 'lekarzy', ',', 'aby', 'wypowiedzieli', 'się', 'na', 'ten', 'temat', '.'];0
['na', 'początku', 'była', 'm', 'rozczarowana', 'tylko', 'tym', ',', 'że', 'gąbka', 'farbowała'];-1
[',', 'która', 'lubi', 'testować', 'za', 'każdym', 'razem', 'coś', 'innego', ',', 'ale', 'istnieje', 'wielkie', 'prawdopodobieństwo', ',', 'że', 'Golden', 'Touch', 'jeszcze', 'u', 'mnie', 'zagości', ',', 'bo', 'już', 'dziś', 'znajduje', 'się', 'w', 'wąskim', 'gronie', 'moich', 'ulubionych', 'zapachów'];1
[','];0
['ten', 'ramen', 'sprawił', 'że', 'mój', 'zły', 'dzień', 'zamienił', 'się', 'w', 'całkiem', 'fajny', '.'];1
['porównując', 'do', 'zapachów', 'tego', 'typu', 'marek'];0
['czasami'];0
['naprawdę'];0
['kalosze', 'wizualnie', 'super', ',', 'ale', 'bardzo', 'ciężko', 'je', 'wsuwać', 'i', 'zdejmować', 'ze', 'stopy', ',', 'trochę', 'też', 'niewygodne', '.'];0
['zamawianie'];0
['em'];0
['jedynie', 'flakonik', 'niezbyt', 'ładny', '.'];0
['i', 'skarpetami', 'dramat'];-1
['się'];0
['ciekawości'];0
['niemal'];0
['się'];0
['raczej'];0
['ciężki'];-1
['mieć', 'coś', 'wspólnego', 'z', 'napadem', 'na', 'mnie'];0
['ulicy'];0
['wysoka', 'niekompetencja', 'personelu', 'hotelowego'];-1
['tandety'];0
['nie', 'był', 'em', 'usatysfakcjonowany', '.'];-1
['nie', 'ma', 'ciekawych', 'eksponatów'];0
['nie', 'gniota'];-1
['pizza', 'super', ',', 'ale', 'okazała', 'się', 'totalną', 'porażką'];-1
['go'];0
['pewnością'];0
['wyobrażała', 'm', ':', 'nie', 'był', 'za', 'słodki', ',', 'nudny', ',', 'płytki', 'ani', 'sztuczny', ',', 'wręcz', 'przeciwnie', 'okazał', 'się', 'być', 'wielowymiarowy'];1
[','];0
['ją'];0
['te', 'piękne', 'stworzenia'];0
['pierwszego', 'węchu'];0
['ktore'];0
['po', 'pobliskich', 'lasach'];0
['jeśli'];0
['klientów'];0
['nie', 'zostało', 'z', 'miejsca', 'które', 'znam', 'z', 'dawnych', 'lat'];0
['moje'];0
['mnie', 'od', 'niego', 'mdli'];-1
['dramat'];-1
['.'];0
['prawda', 'są', 'ładne'];1
['szarpaną', 'wieprzowiną'];0
['chodziła', 'm', 'do', 'tej', 'szkoły', 'na', 'kurs', 'włoskiego', 'bo', 'mi', 'poleciła', 'zadowolona', 'koleżanka', ',', 'jednak', 'ja', 'dostała', 'm', 'innego', 'lektora', 'niż', 'ona', 'i', 'szybko', 'zrezygnowała', 'm', 'bo', 'w', 'ogóle', 'mi', 'się', 'nie', 'podobało', ',', 'człowiek', 'sprawiał', 'wrażenie', 'niekompetentnego', '.'];0
['dotyk'];0
['nasz', 'pokój', 'był', 'brudny', 'i', 'zimny'];-1
['jest', 'to', 'już', 'kolejny', 'zawód', 'tą', 'siecią', 'która', 'może', 'kilka', 'lat', 'temu', 'była', 'ciekawą', 'propozycją', ',', 'ale', 'dziś', 'można', 'zjeść', 'i', 'napić', 'się', 'lepiej', 'i', 'taniej', '.'];0
['ubijania', 'śmietany', 'a', 'tarcza', 'dwustronna', 'do', 'wiórek', 'i', 'przecierania', 'padła', 'na', 'marchewce'];0
['m'];0
['świetnych'];1
['świetny'];1
['do', 'tego', 'miejsca'];0
['wykreowanych', 'w', 'niej', 'bohaterów'];0
['biust'];0
['.'];0
['ciekawy', 'kształt'];1
['nie', 'każdemu'];0
['go'];0
['W', 'kontraście', 'do', 'fatalnych', 'ziemniaków', 'i', 'miernych', 'warzyw', 'karkówka', 'jawiła', 'się', 'jako', 'wybitna', '.'];-1
['.'];0
['na', 'niego'];0
['nie', 'słabnie'];0
['królik', 'jest', 'w', 'stosunku', 'do', 'innych', 'zwierząt', 'swego', 'gatunku', 'bardzo', 'towarzyski', ',', 'zajmuje', 'nory', 'wspólne', 'i', 'żyje', 'całymi', 'koloniami', '.'];0
['kobiecy'];0
"['""']";0
['prostu'];0
['na', 'prezent'];0
['będziemy', 'przychodzić', 'i', 'testować', 'wszystkie', 'pozycje', 'z', 'menu', ',', 'bo', 'czujemy', ',', 'że', 'naprawdę', 'warto', '!'];1
['m'];0
['flakonik'];0
['portfel'];0
['produktów', 'na', 'temat', 'dostępności', 'i', 'czasu', 'realizacji', 'zamówień'];0
['nowe', 'logo'];0
[',', 'bo', 'czujemy', ',', 'że', 'naprawdę', 'warto'];1
['się'];0
['natomiast', 'Lauren', 'przyjemnie', 'komponuje', 'się', 'z', 'moim', 'naturalnym', 'zapachem', 'skóry', '.'];0
['salami'];0
['te', 'pseudofalafele'];-1
['od', 'zakupu'];0
['zatrzymani', 'wczoraj', 'przestępcy'];-1
['sumie'];0
['do', 'mężczyzny'];0
['domu'];0
['śliczny', 'choć', 'jak', 'dla', 'mnie', 't', 'trochę', 'za', 'drogi', 'biustonosz', '.'];0
['bransoletki', 'wyglądały', 'ładnie', ',', 'jednakże', 'po', 'miesiącu', 'użytkowania', 'zaczął', 'z', 'nich', 'schodzić', 'kolor', '(', 'farba', 'się', 'łuszczy', ')', ',', 'są', 'po', 'prostu', 'kiepskiej', 'jakości', '.'];0
['komplecik'];0
['przypalone', 'kotlety', 'schabowe'];-1
['zastygły'];-1
['możliwośći'];0
['bardzo', 'zdrowa', 'do', 'wszelkiego', 'rodzaju', 'jedzenia', 'na', 'zimno'];1
['Sam', 'odkurzacz', 'jest', 'ok', '.', ',', 'szczególnie', ',', 'gdy', 'ktoś', 'odkurza', 'codziennie', ',', 'stanowi', 'duże', 'ułatwienie', ',', 'jestem', 'z', 'niego', 'w', 'miarę', 'zadowolona', 'choć', 'wielkiego', 'szału', 'nie', 'ma', '.'];1
[','];0
['radości'];0
['która'];0
['perfumy', 'mają', 'słodki', '-', 'owocowy', 'zapach', '.'];0
['chyba', 'pierwsza', 'woda', 'toaletowa', ',', 'w', 'której', 'nie', 'mogę', 'rozpoznać', 'żadnego', 'ze', 'składników', '.'];0
['-'];0
['to', 'miejsce'];0
['tanich'];1
['ładna', 'bielizna'];1
['wśród', 'jego', 'licznych', 'kontrowersyjnych', ',', 'by', 'nie', 'powiedzieć', 'brzydkich', 'zakamarków'];-1
['sama'];0
['nie', 'żywić', 'uczucia', 'podziwu', 'dla', 'odwagi', 'pierwszych', 'żeglarzy'];0
['prostu'];0
[',', 'czas', 'się', 'nie', 'dłuży', ',', 'jedyną', 'niedogodnością', 'są', 'czasami', 'konieczne', 'nadgodziny', 'ale', 'to', 'raczej', 'okazjonalnie', 'niż', 'regularnie'];-1
['siebie'];0
['do', 'czego', 'wracać'];0
['tylko'];0
['fanów', 'i', 'antyfanów'];0
['innego'];0
['.'];0
[','];0
['się'];0
['konstrukcyjnych'];0
['pod', 'ubraniem', 'niż'];0
['mieści', 'się', 'w', 'małej', ',', 'poręcznej', 'buteleczce', ',', 'która', 'spokojnie', 'zmieści', 'się', 'w', 'torebce', ',', 'więc', 'zawsze', 'można', 'ją', 'mieć', 'przy', 'sobie', '.'];0
[','];0
['własnego'];0
['lepiej'];0
['rozkrzewiona'];0
['drogi', 'zapach'];-1
['troszkę'];0
['jego'];0
['prześliczny'];1
['dobre', 'wrażenie', 'robi', 'już', 'flakon', '.'];0
['swoją'];0
['kilka', 'osób', 'spytało', 'mnie', ',', 'czy', 'jestem', 'dzięki', 'feminizmowi', 'szczęśliwsza', '.'];0
['mdłe'];0
['położone', 'w', 'jednym', 'z', 'najpiękniejszych', 'miejsc', 'w', 'Tatrach'];1
['powiklan'];0
[','];0
['spędzenia', 'dla', 'całej', 'rodziny'];0
['dlatego'];0
['kupie'];-1
['dobrym'];0
['nie', 'wiem', 'ale', 'jakiś', 'dziwny', 'jest', 'ten', 'zapach', '.'];-1
['rękawice', 'puchate', 'i', 'ciepłe', ',', 'dobrze', 'chronią', 'przed', 'zimnem', ',', 'są', 'dobrej', 'jakości', ',', 'wadą', 'jest', 'to', 'że', 'po', 'dłuższym', 'kontakcie', 'z', 'wodą', '/', 'śniegiem', 'potrafią', 'przemoknąć', 'ale', 'myśle', 'że', 'ogólnie', 'warto', '.'];0
['zapach', 'bardzo', 'szybko', 'podbił', 'serce', 'moje', 'i', '.', '.', '.', 'mojego', 'faceta', '.'];0
['całkiem'];0
['piękna', ',', 'do', 'mnie', 'dotarła', 'najgorszej', 'jakości', 'torba', 'jaką', 'w', 'życiu', 'widziała', 'm', ','];0
[',', 'uważajcie', 'bo', 'produkt', 'jest', 'niebezpieczny', 'dla', 'skóry'];-1
['spryskaniu'];0
['żałuję', 'wydanych', 'na', 'nią', 'niemałych', 'pieniędzy', '.'];0
['innym', 'zapachem'];0
['od', 'd&', 'g'];0
['bardzo'];0
['Gorsenia', 'biustonosz', 'koktail', 'owy'];0
['odpowiedni', 'na', 'wieczór', 'i', 'na', 'codzień', '.'];0
[','];0
['tych', 'perfum'];0
['swojego', 'wielkiego', 'poprzednika', 'klasycznego'];0
['z', 'tej', 'nowej', 'serii'];0
['na', 'dobre', 'jedzenie'];1
['bardzo', 'ładnie'];1
['jaki'];0
['tyle', 'niestety', 'obsługa', 'jest', 'bardzo', 'nieuprzejma', 'dla', 'klientów', 'a', 'jakość', 'jedzenia', 'marna'];-1
['jakieś', 'wyjście'];0
['delegacji', 'partii', 'komunistycznych', 'i', 'robotniczych', 'z', 'krajów', 'socjalistycznych'];0
['bez', 'możliwości', 'wyboru', 'znaków', 'specialnych', ',', 'potrzebna', 'jest', 'nieorginalna', 'nakładka', ',', 'aparat', 'bez', 'szału', 'w', 'porównaniu', 'z', 'htc'];-1
['.'];0
['z', 'Ligoty'];0
['na', 'centrum', 'Warszawy', 'i', 'mnogość', 'takich', 'lokali'];0
[',', 'obsługa', 'bardzo', 'nieprzyjemna', 'i', 'spóźnialska'];-1
[','];0
['ciężko'];0
[','];0
['opryskliwymi'];0
['każdego'];0
[',', 'że', 'ten', 'zapach', 'wybitnie', 'przypasował', 'mi'];1
['kolor', 'przypominający', 'whiskey', 'nie', 'jest', 'tu', 'przypadkowy'];0
['bardzo'];0
['generalnie', 'nie', 'polecam'];-1
['bardzo'];0
['za', 'który', 'zapłacił', 'em', 'to', 'jeszcze'];0
['dobra', 'cena', 'za', 'fiolkę', '125', 'ml', '.'];0
['Euphoria'];0
[',', 'ekspresowe', 'dostarczenie'];0
['trwałości', 'produktu'];0
[','];0
['wręcz'];0
['różnym', 'wieku'];0
['można', 'się', 'oczywiście', 'zastanawiać', ',', 'co', 'młodego', 'Johnsona', 'tak', 'pchało', 'do', 'faszyzmu', 'czy', 'nazizmu', '.'];0
['strzałami', 'w', 'powietrze'];0
['.'];0
[',', 'grał', 'za', 'cicho', ','];-1
[','];0
[','];0
['jedynie'];0
['przykro'];0
['dania', 'główne', 'świeże', 'i', 'smaczne', ',', 'natomiast', 'deserów', 'nie', 'mogę', 'polecić', '.'];1
['praca', 'o', 'której', 'mowa', 'jest', 'męcząca'];-1
['.'];0
['studentach', 'koreanistyki', '(', 'którzy', 'z', 'niej', 'nie', 'korzystają', ',', 'co', 'w', 'sumie', 'wychodzi', 'im', 'na', 'dobre', ')'];1
['gatki', 'są', 'okej'];1
['likwidował', 'łupież'];0
['dla', 'wielkiego', 'chłopa', 'plus', 'świetna', 'obsługa', 'która', 'z', 'uśmiechem', 'odpowie', 'na', 'wszystkie', 'pytania'];1
['świetnie'];1
['tyle', 'negatywnych', 'opinii', 'na', 'temat', 'tego', 'miejsca'];-1
['czy'];0
[','];0
['w', 'tłumie'];0
[',', 'że', 'po', '3', 'godzinach', 'czekania', ',', 'głodny', 'i', 'wściekły', 'dostał', 'em', 'pizzę', ',', 'nie', 'ciepłą', ',', 'nie', 'letnią', 'tylko', 'całkowicie', 'zimną'];-1
[','];0
['bardzo', 'specyficzny'];0
['nieco'];0
['się'];0
['nie'];0
['dolce&', 'Gabbana', 'The', 'one', '-', 'zapach', ',', 'który', 'się', 'nie', 'nudzi'];1
['z', 'dobrych', 'pobudek'];1
['świetnie'];1
['do', 'nierządu'];0
['tylko', 'poprawcować', 'nad', 'słabym', 'punktem', '-', 'obsługą'];-1
['.'];0
['oryginalny'];0
['by', 'm'];0
['na', 'codzień', 'jak'];0
['brązowego'];0
['tak'];0
['coraz', 'częściej'];0
['bardzo'];0
['pod', 'swoim', 'adresem'];0
['trwałość'];1
[',', 'którego', 'wręcz', 'nie', 'da', 'się', 'przestać', 'wąchać'];0
['to'];0
['to', 'jeden', 'z', 'najlepszych', 'zakupów', ',', 'jaki', 'dokonała', 'm'];1
['cisza'];0
['bez', 'przesadnej', 'rewelacji'];-1
['perfumy'];0
['sie'];0
['w', 'aukcji'];0
['chyba', 'przeterminowany', 'bo', 'jego', 'konsystencja', 'pozostawia', 'wiele', 'do', 'życzenia'];-1
['nie'];0
['do', 'stanika'];0
['niech', 'omija', 'tą', 'restaurację', 'szerokim', 'łukiem'];-1
[','];0
['już'];0
['zachwycił', 'mnie', 'od', 'pierwszego', 'testu', '.'];0
['że', 'czasy', 'świetności', 'tej', 'galerii', 'minęły', 'ale', 'znajduje', 'się', 'w', 'bardzo', 'dobrym', 'miejscu', 'przez', 'co', 'nie', 'traci', 'na', 'klientach'];0
['gościnności'];0
['szczególnie'];0
['tytuł', 'książki'];0
['wysyp', 'sne'];0
['kropli'];0
['uwagę', 'przyciąga', 'również', 'bardzo', 'ciekawy', 'design', 'flakonika', '.'];0
['dosyć'];0
['się'];0
['poteżne', 'problemy', 'z', 'ostrością'];-1
['abonentów'];1
['kiedyś'];0
[','];0
[','];0
['ciuchach', 'tej', 'marki'];0
['przyjaciół'];1
['produkt', 'ten', 'jest', 'bardzo', 'wygodny'];1
"['""']";0
['bardzo'];0
['nie', 'ma', 'się', 'co', 'nad', 'tym', 'rozwodzić'];0
['.'];0
['stylową', 'zadbaną', 'i', 'uwodzicielską', 'kobietą', ',', 'która', 'wie', 'czego', 'chce', 'od', 'życia'];1
[',', 'nie', 'mówiąc', 'o', 'tym', ',', 'że', 'wkręcają', 'się', 'włosy', 'w', 'prowadnice', 'szczotki', '(', 'nieprzemyślana', 'konstrukcja', ')'];-1
['jak', 'najlepszym', 'porządku'];1
['mojej'];0
['jest', 'bardzo', 'wydajny', 'i', 'efektywny'];1
['więcej', 'nauczył', 'by', 'm', 'się', 'z', 'darmowych', 'internetowych', 'kursów'];0
['każda', 'kobieta', 'ceniąca', 'sobie', 'wysokie', 'standardy', 'powinna', 'go', 'mieć', 'w', 'swojej', 'toaletce', '.'];0
[','];0
['nie'];0
['dlugo'];0
['na', 'koniec', 'owego', 'wspaniałego', 'dnia', 'zaprosili', 'go', ',', 'by', 'odwiedził', 'ich', 'w', 'domu', '.'];0
[','];0
['na', 'gwiazdkę'];0
['potem', '4', 'dni', 'nadają', 'paczkę'];0
['sobie'];0
['nad', 'słabym', 'punktem', '-', 'obsługą'];-1
['na', 'jego', 'ostrą', ',', 'wibrującą', 'nutę'];0
['calej'];0
['m'];0
['fajna', 'woda'];1
['moje', 'maile'];0
['śliczny'];1
[',', 'ledwo', 'się', 'zgodził', 'em', 'jak', 'znajomi', 'mnie', 'wyciągneli'];0
['bardzo'];0
[','];0
[',', 'w', 'której', 'działali', 'oskarżeni', 'o', 'jego', 'późniejsze', 'zabójstwo'];0
['życiu'];0
['od', 'katastrofy'];0
['że', 'skoro', 'gąbka', 'jest', 'tania', 'to', 'i', 'będzie', 'słaba', ',', 'a', 'tu', 'niespodzianka'];-1
['co', 'ważne', 'tanio', 'i', 'szybko', ',', 'wystrój', 'lokalu', 'schludny', ',', 'toalety', 'czyste', ',', 'polecam', '.'];1
['inne', ',', 'kolorowe', ',', 'świeże', ',', 'patchworkowe', ',', 'bardzo', 'mi', 'przypadły'];1
['jedzenia'];0
['nadaktywne', 'zwierzęta'];0
['za', 'każdym', 'razem', 'coś', 'innego'];0
['nutką', 'pikanterii'];1
['do', 'ciała'];0
['.'];0
['bardzo', 'dobre', 'i', 'obfite'];1
['chce', 'się', 'odsłonić', 'ramiona'];0
[',', 'sympatyczna', 'obsługa', ',', 'bardzo', 'dobra', 'muzyka', 'grająca', 'w', 'tle', 'no', 'i', 'ten', 'ogromny', 'hamak'];1
['wejścia'];0
['sobie'];0
['od', 'razu', 'widocznych', 'efektów', 'rzeczywistość', 'już', 'taka', 'kolorowa', 'nie', 'była', ',', 'a', 'raczej', 'malowała', 'się', 'w', 'czarnych', 'barwach'];0
['tym'];0
['to', 'był', 'najgorszy', 'pomysł', 'wieczoru', 'i', 'najgorszy', 'burger', 'jaki', 'jadłem', 'w', 'życiu', 'i', 'jeden', 'z', 'droższych'];-1
['pozytywnie'];0
['się'];0
['miłość'];1
['ranem'];0
['na', 'wieczór'];0
['m'];0
[','];0
['czemu'];0
[',', 'z', 'pewnością', 'wpadnę', 'jeszcze', 'nie', 'jeden', 'raz'];0
['akademicki'];0
['toaletowej'];0
['często', 'spotyka', 'perfumy', 'które'];0
['jest'];0
['ceny', 'nieco', 'wygórowane', 'jak', 'na', 'warunki', 'lubelskie'];-1
['rozłaża', 'sie'];0
['jaki', 'widzę', 'za', 'każdym', 'razem', 'na', 'moich', 'rzęsach', 'mam', 'ochotę', 'wyrzucić', 'go', 'do', 'kosza'];-1
['jest', 'odrobinę', 'za', 'ciężki', '.'];0
['beznadziejnie', 'funkcjonującej', 'nakrętki'];-1
['okres', 'zimowy'];0
